"","Term","Ont","N","DE","P.DE","FDR"
"GO:0032927","positive regulation of activin receptor signaling pathway","BP",7,4,0.655982231318054,1
"GO:1902961","positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP",7,4,0.655982231318054,1
"GO:0061051","positive regulation of cell growth involved in cardiac muscle cell development","BP",7,4,0.655982231318054,1
"GO:0090193","positive regulation of glomerulus development","BP",7,4,0.655982231318054,1
"GO:1902715","positive regulation of interferon-gamma secretion","BP",7,4,0.655982231318054,1
"GO:2000394","positive regulation of lamellipodium morphogenesis","BP",7,4,0.655982231318054,1
"GO:0060907","positive regulation of macrophage cytokine production","BP",7,4,0.655982231318054,1
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","BP",7,4,0.655982231318054,1
"GO:0150012","positive regulation of neuron projection arborization","BP",7,4,0.655982231318054,1
"GO:0032241","positive regulation of nucleobase-containing compound transport","BP",7,4,0.655982231318054,1
"GO:0046833","positive regulation of RNA export from nucleus","BP",7,4,0.655982231318054,1
"GO:0090232","positive regulation of spindle checkpoint","BP",7,4,0.655982231318054,1
"GO:0032230","positive regulation of synaptic transmission, GABAergic","BP",7,4,0.655982231318054,1
"GO:2000302","positive regulation of synaptic vesicle exocytosis","BP",7,4,0.655982231318054,1
"GO:2000553","positive regulation of T-helper 2 cell cytokine production","BP",7,4,0.655982231318054,1
"GO:0009886","post-embryonic animal morphogenesis","BP",7,4,0.655982231318054,1
"GO:0097107","postsynaptic density assembly","BP",7,4,0.655982231318054,1
"GO:0051189","prosthetic group metabolic process","BP",7,4,0.655982231318054,1
"GO:0008541","proteasome regulatory particle, lid subcomplex","CC",7,4,0.655982231318054,1
"GO:0070973","protein localization to endoplasmic reticulum exit site","BP",7,4,0.655982231318054,1
"GO:0018242","protein O-linked glycosylation via serine","BP",7,4,0.655982231318054,1
"GO:0006621","protein retention in ER lumen","BP",7,4,0.655982231318054,1
"GO:0043461","proton-transporting ATP synthase complex assembly","BP",7,4,0.655982231318054,1
"GO:0021860","pyramidal neuron development","BP",7,4,0.655982231318054,1
"GO:0021859","pyramidal neuron differentiation","BP",7,4,0.655982231318054,1
"GO:0030546","receptor activator activity","MF",7,4,0.655982231318054,1
"GO:0046719","regulation by virus of viral protein levels in host cell","BP",7,4,0.655982231318054,1
"GO:1903715","regulation of aerobic respiration","BP",7,4,0.655982231318054,1
"GO:1903789","regulation of amino acid transmembrane transport","BP",7,4,0.655982231318054,1
"GO:0072124","regulation of glomerular mesangial cell proliferation","BP",7,4,0.655982231318054,1
"GO:0040009","regulation of growth rate","BP",7,4,0.655982231318054,1
"GO:1902713","regulation of interferon-gamma secretion","BP",7,4,0.655982231318054,1
"GO:0034756","regulation of iron ion transport","BP",7,4,0.655982231318054,1
"GO:0035507","regulation of myosin-light-chain-phosphatase activity","BP",7,4,0.655982231318054,1
"GO:0002858","regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","BP",7,4,0.655982231318054,1
"GO:1904396","regulation of neuromuscular junction development","BP",7,4,0.655982231318054,1
"GO:0010749","regulation of nitric oxide mediated signal transduction","BP",7,4,0.655982231318054,1
"GO:0014061","regulation of norepinephrine secretion","BP",7,4,0.655982231318054,1
"GO:1903286","regulation of potassium ion import","BP",7,4,0.655982231318054,1
"GO:0031392","regulation of prostaglandin biosynthetic process","BP",7,4,0.655982231318054,1
"GO:0043497","regulation of protein heterodimerization activity","BP",7,4,0.655982231318054,1
"GO:1901077","regulation of relaxation of muscle","BP",7,4,0.655982231318054,1
"GO:2000674","regulation of type B pancreatic cell apoptotic process","BP",7,4,0.655982231318054,1
"GO:2000074","regulation of type B pancreatic cell development","BP",7,4,0.655982231318054,1
"GO:0098756","response to interleukin-21","BP",7,4,0.655982231318054,1
"GO:0036015","response to interleukin-3","BP",7,4,0.655982231318054,1
"GO:0014870","response to muscle inactivity","BP",7,4,0.655982231318054,1
"GO:0071107","response to parathyroid hormone","BP",7,4,0.655982231318054,1
"GO:0010269","response to selenium ion","BP",7,4,0.655982231318054,1
"GO:0046548","retinal rod cell development","BP",7,4,0.655982231318054,1
"GO:0070898","RNA polymerase III preinitiation complex assembly","BP",7,4,0.655982231318054,1
"GO:0008430","selenium binding","MF",7,4,0.655982231318054,1
"GO:0008297","single-stranded DNA exodeoxyribonuclease activity","MF",7,4,0.655982231318054,1
"GO:0017153","sodium:dicarboxylate symporter activity","MF",7,4,0.655982231318054,1
"GO:0035092","sperm chromatin condensation","BP",7,4,0.655982231318054,1
"GO:0003376","sphingosine-1-phosphate receptor signaling pathway","BP",7,4,0.655982231318054,1
"GO:0006105","succinate metabolic process","BP",7,4,0.655982231318054,1
"GO:0000101","sulfur amino acid transport","BP",7,4,0.655982231318054,1
"GO:0042608","T cell receptor binding","MF",7,4,0.655982231318054,1
"GO:0035744","T-helper 1 cell cytokine production","BP",7,4,0.655982231318054,1
"GO:0021794","thalamus development","BP",7,4,0.655982231318054,1
"GO:0099550","trans-synaptic signaling, modulating synaptic transmission","BP",7,4,0.655982231318054,1
"GO:0097550","transcriptional preinitiation complex","CC",7,4,0.655982231318054,1
"GO:0097050","type B pancreatic cell apoptotic process","BP",7,4,0.655982231318054,1
"GO:0005688","U6 snRNP","CC",7,4,0.655982231318054,1
"GO:0005683","U7 snRNP","CC",7,4,0.655982231318054,1
"GO:0097084","vascular smooth muscle cell development","BP",7,4,0.655982231318054,1
"GO:0061042","vascular wound healing","BP",7,4,0.655982231318054,1
"GO:0048845","venous blood vessel morphogenesis","BP",7,4,0.655982231318054,1
"GO:0099022","vesicle tethering","BP",7,4,0.655982231318054,1
"GO:0070561","vitamin D receptor signaling pathway","BP",7,4,0.655982231318054,1
"GO:0071625","vocalization behavior","BP",7,4,0.655982231318054,1
"GO:0002246","wound healing involved in inflammatory response","BP",7,4,0.655982231318054,1
"GO:0008584","male gonad development","BP",95,53,0.656506383452839,1
"GO:1904064","positive regulation of cation transmembrane transport","BP",95,53,0.656506383452839,1
"GO:0071356","cellular response to tumor necrosis factor","BP",226,127,0.656626083125661,1
"GO:0007368","determination of left/right symmetry","BP",79,44,0.656878370762699,1
"GO:0061135","endopeptidase regulator activity","MF",111,62,0.657180355153965,1
"GO:0097061","dendritic spine organization","BP",63,35,0.659063542689526,1
"GO:0007215","glutamate receptor signaling pathway","BP",63,35,0.659063542689526,1
"GO:0043507","positive regulation of JUN kinase activity","BP",63,35,0.659063542689526,1
"GO:0055085","transmembrane transport","BP",1142,648,0.661263928340604,1
"GO:0034767","positive regulation of ion transmembrane transport","BP",104,58,0.661329150547353,1
"GO:0031398","positive regulation of protein ubiquitination","BP",104,58,0.661329150547353,1
"GO:0051209","release of sequestered calcium ion into cytosol","BP",88,49,0.661439528414484,1
"GO:0045580","regulation of T cell differentiation","BP",120,67,0.662086803979727,1
"GO:0017048","Rho GTPase binding","MF",159,89,0.662232712871666,1
"GO:0001669","acrosomal vesicle","CC",72,40,0.662982870705039,1
"GO:0001704","formation of primary germ layer","BP",72,40,0.662982870705039,1
"GO:0048194","Golgi vesicle budding","BP",72,40,0.662982870705039,1
"GO:0055038","recycling endosome membrane","CC",72,40,0.662982870705039,1
"GO:0044764","multi-organism cellular process","BP",38,21,0.663455619197376,1
"GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling","BP",38,21,0.663455619197376,1
"GO:2000772","regulation of cellular senescence","BP",38,21,0.663455619197376,1
"GO:0022029","telencephalon cell migration","BP",38,21,0.663455619197376,1
"GO:0032813","tumor necrosis factor receptor superfamily binding","MF",38,21,0.663455619197376,1
"GO:0000280","nuclear division","BP",348,196,0.663942459193726,1
"GO:0050708","regulation of protein secretion","BP",348,196,0.663942459193726,1
"GO:1901571","fatty acid derivative transport","BP",29,16,0.664333364315284,1
"GO:0071715","icosanoid transport","BP",29,16,0.664333364315284,1
"GO:2001171","positive regulation of ATP biosynthetic process","BP",29,16,0.664333364315284,1
"GO:0031112","positive regulation of microtubule polymerization or depolymerization","BP",29,16,0.664333364315284,1
"GO:0045589","regulation of regulatory T cell differentiation","BP",29,16,0.664333364315284,1
"GO:0008146","sulfotransferase activity","MF",29,16,0.664333364315284,1
"GO:0051180","vitamin transport","BP",29,16,0.664333364315284,1
"GO:0000819","sister chromatid segregation","BP",175,98,0.664418889766328,1
"GO:0008344","adult locomotory behavior","BP",47,26,0.664727710458208,1
"GO:0070085","glycosylation","BP",221,124,0.665054407913253,1
"GO:0099080","supramolecular complex","CC",649,367,0.665795769085025,1
"GO:2000241","regulation of reproductive process","BP",97,54,0.665920978124838,1
"GO:0035725","sodium ion transmembrane transport","BP",97,54,0.665920978124838,1
"GO:0007416","synapse assembly","BP",97,54,0.665920978124838,1
"GO:0010923","negative regulation of phosphatase activity","BP",81,45,0.666996796349563,1
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",168,94,0.667003377459982,1
"GO:0110053","regulation of actin filament organization","BP",214,120,0.667034387748948,1
"GO:1901607","alpha-amino acid biosynthetic process","BP",56,31,0.667086743370448,1
"GO:0031903","microbody membrane","CC",56,31,0.667086743370448,1
"GO:0005778","peroxisomal membrane","CC",56,31,0.667086743370448,1
"GO:0042493","response to drug","BP",751,425,0.667131325763716,1
"GO:0051046","regulation of secretion","BP",577,326,0.667220333124516,1
"GO:0005813","centrosome","CC",461,260,0.669613748098902,1
"GO:0006855","drug transmembrane transport","BP",65,36,0.670035752075458,1
"GO:0060079","excitatory postsynaptic potential","BP",65,36,0.670035752075458,1
"GO:0042633","hair cycle","BP",65,36,0.670035752075458,1
"GO:0042303","molting cycle","BP",65,36,0.670035752075458,1
"GO:1903035","negative regulation of response to wounding","BP",65,36,0.670035752075458,1
"GO:0045913","positive regulation of carbohydrate metabolic process","BP",65,36,0.670035752075458,1
"GO:0005227","calcium activated cation channel activity","MF",20,11,0.670079595841105,1
"GO:0036037","CD8-positive, alpha-beta T cell activation","BP",20,11,0.670079595841105,1
"GO:0021952","central nervous system projection neuron axonogenesis","BP",20,11,0.670079595841105,1
"GO:0004129","cytochrome-c oxidase activity","MF",20,11,0.670079595841105,1
"GO:0042730","fibrinolysis","BP",20,11,0.670079595841105,1
"GO:0071514","genetic imprinting","BP",20,11,0.670079595841105,1
"GO:0010485","H4 histone acetyltransferase activity","MF",20,11,0.670079595841105,1
"GO:0015002","heme-copper terminal oxidase activity","MF",20,11,0.670079595841105,1
"GO:0043984","histone H4-K16 acetylation","BP",20,11,0.670079595841105,1
"GO:0060122","inner ear receptor cell stereocilium organization","BP",20,11,0.670079595841105,1
"GO:0072337","modified amino acid transport","BP",20,11,0.670079595841105,1
"GO:0003950","NAD+ ADP-ribosyltransferase activity","MF",20,11,0.670079595841105,1
"GO:0032691","negative regulation of interleukin-1 beta production","BP",20,11,0.670079595841105,1
"GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP",20,11,0.670079595841105,1
"GO:0007263","nitric oxide mediated signal transduction","BP",20,11,0.670079595841105,1
"GO:0016676","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","MF",20,11,0.670079595841105,1
"GO:0097038","perinuclear endoplasmic reticulum","CC",20,11,0.670079595841105,1
"GO:0010714","positive regulation of collagen metabolic process","BP",20,11,0.670079595841105,1
"GO:0032727","positive regulation of interferon-alpha production","BP",20,11,0.670079595841105,1
"GO:0099091","postsynaptic specialization, intracellular component","CC",20,11,0.670079595841105,1
"GO:0001516","prostaglandin biosynthetic process","BP",20,11,0.670079595841105,1
"GO:0046457","prostanoid biosynthetic process","BP",20,11,0.670079595841105,1
"GO:0071459","protein localization to chromosome, centromeric region","BP",20,11,0.670079595841105,1
"GO:0009218","pyrimidine ribonucleotide metabolic process","BP",20,11,0.670079595841105,1
"GO:2001032","regulation of double-strand break repair via nonhomologous end joining","BP",20,11,0.670079595841105,1
"GO:0034391","regulation of smooth muscle cell apoptotic process","BP",20,11,0.670079595841105,1
"GO:0034390","smooth muscle cell apoptotic process","BP",20,11,0.670079595841105,1
"GO:0035250","UDP-galactosyltransferase activity","MF",20,11,0.670079595841105,1
"GO:0045834","positive regulation of lipid metabolic process","BP",106,59,0.670310687567246,1
"GO:0019900","kinase binding","MF",616,348,0.672629896010565,1
"GO:0006672","ceramide metabolic process","BP",74,41,0.673314685044523,1
"GO:0051014","actin filament severing","BP",9,5,0.674271373907479,1
"GO:0008179","adenylate cyclase binding","MF",9,5,0.674271373907479,1
"GO:0008392","arachidonic acid epoxygenase activity","MF",9,5,0.674271373907479,1
"GO:0008391","arachidonic acid monooxygenase activity","MF",9,5,0.674271373907479,1
"GO:0005347","ATP transmembrane transporter activity","MF",9,5,0.674271373907479,1
"GO:0007350","blastoderm segmentation","BP",9,5,0.674271373907479,1
"GO:0032059","bleb","CC",9,5,0.674271373907479,1
"GO:0010002","cardioblast differentiation","BP",9,5,0.674271373907479,1
"GO:1901612","cardiolipin binding","MF",9,5,0.674271373907479,1
"GO:0045217","cell-cell junction maintenance","BP",9,5,0.674271373907479,1
"GO:0071225","cellular response to muramyl dipeptide","BP",9,5,0.674271373907479,1
"GO:0071609","chemokine (C-C motif) ligand 5 production","BP",9,5,0.674271373907479,1
"GO:0034435","cholesterol esterification","BP",9,5,0.674271373907479,1
"GO:0022410","circadian sleep/wake cycle process","BP",9,5,0.674271373907479,1
"GO:0050802","circadian sleep/wake cycle, sleep","BP",9,5,0.674271373907479,1
"GO:0097709","connective tissue replacement","BP",9,5,0.674271373907479,1
"GO:0016554","cytidine to uridine editing","BP",9,5,0.674271373907479,1
"GO:0007016","cytoskeletal anchoring at plasma membrane","BP",9,5,0.674271373907479,1
"GO:0031045","dense core granule","CC",9,5,0.674271373907479,1
"GO:0021542","dentate gyrus development","BP",9,5,0.674271373907479,1
"GO:0030205","dermatan sulfate metabolic process","BP",9,5,0.674271373907479,1
"GO:0008239","dipeptidyl-peptidase activity","MF",9,5,0.674271373907479,1
"GO:0015074","DNA integration","BP",9,5,0.674271373907479,1
"GO:0006265","DNA topological change","BP",9,5,0.674271373907479,1
"GO:0004169","dolichyl-phosphate-mannose-protein mannosyltransferase activity","MF",9,5,0.674271373907479,1
"GO:0034663","endoplasmic reticulum chaperone complex","CC",9,5,0.674271373907479,1
"GO:0060742","epithelial cell differentiation involved in prostate gland development","BP",9,5,0.674271373907479,1
"GO:0090557","establishment of endothelial intestinal barrier","BP",9,5,0.674271373907479,1
"GO:0004312","fatty acid synthase activity","MF",9,5,0.674271373907479,1
"GO:0031680","G-protein beta/gamma-subunit complex","CC",9,5,0.674271373907479,1
"GO:0070314","G1 to G0 transition","BP",9,5,0.674271373907479,1
"GO:0004385","guanylate kinase activity","MF",9,5,0.674271373907479,1
"GO:0046972","histone acetyltransferase activity (H4-K16 specific)","MF",9,5,0.674271373907479,1
"GO:0043995","histone acetyltransferase activity (H4-K5 specific)","MF",9,5,0.674271373907479,1
"GO:0043996","histone acetyltransferase activity (H4-K8 specific)","MF",9,5,0.674271373907479,1
"GO:0008469","histone-arginine N-methyltransferase activity","MF",9,5,0.674271373907479,1
"GO:0031994","insulin-like growth factor I binding","MF",9,5,0.674271373907479,1
"GO:0019215","intermediate filament binding","MF",9,5,0.674271373907479,1
"GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","MF",9,5,0.674271373907479,1
"GO:0042182","ketone catabolic process","BP",9,5,0.674271373907479,1
"GO:0044241","lipid digestion","BP",9,5,0.674271373907479,1
"GO:0044539","long-chain fatty acid import","BP",9,5,0.674271373907479,1
"GO:0015924","mannosyl-oligosaccharide mannosidase activity","MF",9,5,0.674271373907479,1
"GO:1904948","midbrain dopaminergic neuron differentiation","BP",9,5,0.674271373907479,1
"GO:0033314","mitotic DNA replication checkpoint","BP",9,5,0.674271373907479,1
"GO:0044803","multi-organism membrane organization","BP",9,5,0.674271373907479,1
"GO:0045159","myosin II binding","MF",9,5,0.674271373907479,1
"GO:0031414","N-terminal protein acetyltransferase complex","CC",9,5,0.674271373907479,1
"GO:0033629","negative regulation of cell adhesion mediated by integrin","BP",9,5,0.674271373907479,1
"GO:0045792","negative regulation of cell size","BP",9,5,0.674271373907479,1
"GO:0045820","negative regulation of glycolytic process","BP",9,5,0.674271373907479,1
"GO:0031115","negative regulation of microtubule polymerization","BP",9,5,0.674271373907479,1
"GO:0014067","negative regulation of phosphatidylinositol 3-kinase signaling","BP",9,5,0.674271373907479,1
"GO:1904153","negative regulation of retrograde protein transport, ER to cytosol","BP",9,5,0.674271373907479,1
"GO:0071941","nitrogen cycle metabolic process","BP",9,5,0.674271373907479,1
"GO:0006857","oligopeptide transport","BP",9,5,0.674271373907479,1
"GO:0015671","oxygen transport","BP",9,5,0.674271373907479,1
"GO:0031095","platelet dense tubular network membrane","CC",9,5,0.674271373907479,1
"GO:0051957","positive regulation of amino acid transport","BP",9,5,0.674271373907479,1
"GO:1901978","positive regulation of cell cycle checkpoint","BP",9,5,0.674271373907479,1
"GO:1905820","positive regulation of chromosome separation","BP",9,5,0.674271373907479,1
"GO:0042753","positive regulation of circadian rhythm","BP",9,5,0.674271373907479,1
"GO:1905516","positive regulation of fertilization","BP",9,5,0.674271373907479,1
"GO:0010918","positive regulation of mitochondrial membrane potential","BP",9,5,0.674271373907479,1
"GO:0033235","positive regulation of protein sumoylation","BP",9,5,0.674271373907479,1
"GO:0031915","positive regulation of synaptic plasticity","BP",9,5,0.674271373907479,1
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","BP",9,5,0.674271373907479,1
"GO:0140239","postsynaptic endocytosis","BP",9,5,0.674271373907479,1
"GO:0098884","postsynaptic neurotransmitter receptor internalization","BP",9,5,0.674271373907479,1
"GO:0015386","potassium:proton antiporter activity","MF",9,5,0.674271373907479,1
"GO:0035871","protein K11-linked deubiquitination","BP",9,5,0.674271373907479,1
"GO:0010603","regulation of cytoplasmic mRNA processing body assembly","BP",9,5,0.674271373907479,1
"GO:0002604","regulation of dendritic cell antigen processing and presentation","BP",9,5,0.674271373907479,1
"GO:1902950","regulation of dendritic spine maintenance","BP",9,5,0.674271373907479,1
"GO:2001135","regulation of endocytic recycling","BP",9,5,0.674271373907479,1
"GO:1901550","regulation of endothelial cell development","BP",9,5,0.674271373907479,1
"GO:1903140","regulation of establishment of endothelial barrier","BP",9,5,0.674271373907479,1
"GO:0051917","regulation of fibrinolysis","BP",9,5,0.674271373907479,1
"GO:0002634","regulation of germinal center formation","BP",9,5,0.674271373907479,1
"GO:0003093","regulation of glomerular filtration","BP",9,5,0.674271373907479,1
"GO:0090192","regulation of glomerulus development","BP",9,5,0.674271373907479,1
"GO:1901725","regulation of histone deacetylase activity","BP",9,5,0.674271373907479,1
"GO:0033182","regulation of histone ubiquitination","BP",9,5,0.674271373907479,1
"GO:0150011","regulation of neuron projection arborization","BP",9,5,0.674271373907479,1
"GO:0051133","regulation of NK T cell activation","BP",9,5,0.674271373907479,1
"GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",9,5,0.674271373907479,1
"GO:0010889","regulation of sequestering of triglyceride","BP",9,5,0.674271373907479,1
"GO:0090128","regulation of synapse maturation","BP",9,5,0.674271373907479,1
"GO:2000551","regulation of T-helper 2 cell cytokine production","BP",9,5,0.674271373907479,1
"GO:2001279","regulation of unsaturated fatty acid biosynthetic process","BP",9,5,0.674271373907479,1
"GO:0014854","response to inactivity","BP",9,5,0.674271373907479,1
"GO:0034433","steroid esterification","BP",9,5,0.674271373907479,1
"GO:0034434","sterol esterification","BP",9,5,0.674271373907479,1
"GO:1902358","sulfate transmembrane transport","BP",9,5,0.674271373907479,1
"GO:0015116","sulfate transmembrane transporter activity","MF",9,5,0.674271373907479,1
"GO:0097197","tetraspanin-enriched microdomain","CC",9,5,0.674271373907479,1
"GO:0005072","transforming growth factor beta receptor, cytoplasmic mediator activity","MF",9,5,0.674271373907479,1
"GO:0017070","U6 snRNA binding","MF",9,5,0.674271373907479,1
"GO:0001518","voltage-gated sodium channel complex","CC",9,5,0.674271373907479,1
"GO:0071203","WASH complex","CC",9,5,0.674271373907479,1
"GO:0000805","X chromosome","CC",9,5,0.674271373907479,1
"GO:0098792","xenophagy","BP",9,5,0.674271373907479,1
"GO:0021537","telencephalon development","BP",170,95,0.674286511400417,1
"GO:0016607","nuclear speck","CC",352,198,0.674580936636378,1
"GO:0061024","membrane organization","BP",683,386,0.675697073129357,1
"GO:0051181","cofactor transport","BP",40,22,0.676383998753675,1
"GO:0061371","determination of heart left/right asymmetry","BP",40,22,0.676383998753675,1
"GO:0097120","receptor localization to synapse","BP",40,22,0.676383998753675,1
"GO:0002715","regulation of natural killer cell mediated immunity","BP",40,22,0.676383998753675,1
"GO:0070646","protein modification by small protein removal","BP",255,143,0.67652704163778,1
"GO:0046513","ceramide biosynthetic process","BP",49,27,0.676727533678084,1
"GO:0007492","endoderm development","BP",49,27,0.676727533678084,1
"GO:0014910","regulation of smooth muscle cell migration","BP",49,27,0.676727533678084,1
"GO:0000794","condensed nuclear chromosome","CC",83,46,0.676776630997262,1
"GO:0009582","detection of abiotic stimulus","BP",83,46,0.676776630997262,1
"GO:0010769","regulation of cell morphogenesis involved in differentiation","BP",225,126,0.677961351097543,1
"GO:2001023","regulation of response to drug","BP",58,32,0.678298395448992,1
"GO:0021795","cerebral cortex cell migration","BP",31,17,0.678332836831124,1
"GO:1900077","negative regulation of cellular response to insulin stimulus","BP",31,17,0.678332836831124,1
"GO:0051590","positive regulation of neurotransmitter transport","BP",31,17,0.678332836831124,1
"GO:0043243","positive regulation of protein complex disassembly","BP",31,17,0.678332836831124,1
"GO:0006471","protein ADP-ribosylation","BP",31,17,0.678332836831124,1
"GO:0045066","regulatory T cell differentiation","BP",31,17,0.678332836831124,1
"GO:0035036","sperm-egg recognition","BP",31,17,0.678332836831124,1
"GO:0007548","sex differentiation","BP",179,100,0.678673421064248,1
"GO:0008637","apoptotic mitochondrial changes","BP",108,60,0.679044389161079,1
"GO:0046661","male sex differentiation","BP",108,60,0.679044389161079,1
"GO:0071901","negative regulation of protein serine/threonine kinase activity","BP",108,60,0.679044389161079,1
"GO:0071158","positive regulation of cell cycle arrest","BP",67,37,0.680575131582464,1
"GO:0072395","signal transduction involved in cell cycle checkpoint","BP",67,37,0.680575131582464,1
"GO:0072422","signal transduction involved in DNA damage checkpoint","BP",67,37,0.680575131582464,1
"GO:0072401","signal transduction involved in DNA integrity checkpoint","BP",67,37,0.680575131582464,1
"GO:0007269","neurotransmitter secretion","BP",117,65,0.682974317856489,1
"GO:0099643","signal release from synapse","BP",117,65,0.682974317856489,1
"GO:0008081","phosphoric diester hydrolase activity","MF",76,42,0.683274545991177,1
"GO:0051220","cytoplasmic sequestering of protein","BP",22,12,0.685125339073282,1
"GO:0000188","inactivation of MAPK activity","BP",22,12,0.685125339073282,1
"GO:0033598","mammary gland epithelial cell proliferation","BP",22,12,0.685125339073282,1
"GO:0032400","melanosome localization","BP",22,12,0.685125339073282,1
"GO:0099563","modification of synaptic structure","BP",22,12,0.685125339073282,1
"GO:0050849","negative regulation of calcium-mediated signaling","BP",22,12,0.685125339073282,1
"GO:0048011","neurotrophin TRK receptor signaling pathway","BP",22,12,0.685125339073282,1
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","BP",22,12,0.685125339073282,1
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","BP",22,12,0.685125339073282,1
"GO:0060765","regulation of androgen receptor signaling pathway","BP",22,12,0.685125339073282,1
"GO:2000191","regulation of fatty acid transport","BP",22,12,0.685125339073282,1
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","BP",22,12,0.685125339073282,1
"GO:0060306","regulation of membrane repolarization","BP",22,12,0.685125339073282,1
"GO:1902692","regulation of neuroblast proliferation","BP",22,12,0.685125339073282,1
"GO:0007063","regulation of sister chromatid cohesion","BP",22,12,0.685125339073282,1
"GO:0042974","retinoic acid receptor binding","MF",22,12,0.685125339073282,1
"GO:0002360","T cell lineage commitment","BP",22,12,0.685125339073282,1
"GO:0034162","toll-like receptor 9 signaling pathway","BP",22,12,0.685125339073282,1
"GO:0090482","vitamin transmembrane transporter activity","MF",22,12,0.685125339073282,1
"GO:0009799","specification of symmetry","BP",85,47,0.686231273931219,1
"GO:0006367","transcription initiation from RNA polymerase II promoter","BP",158,88,0.687470800512353,1
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP",51,28,0.688144694091429,1
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","BP",51,28,0.688144694091429,1
"GO:0031294","lymphocyte costimulation","BP",51,28,0.688144694091429,1
"GO:0051402","neuron apoptotic process","BP",174,97,0.688423157544803,1
"GO:0045143","homologous chromosome segregation","BP",42,23,0.688588192014239,1
"GO:0009409","response to cold","BP",42,23,0.688588192014239,1
"GO:0043413","macromolecule glycosylation","BP",213,119,0.68869512623007,1
"GO:0006486","protein glycosylation","BP",213,119,0.68869512623007,1
"GO:0051298","centrosome duplication","BP",60,33,0.689026923775333,1
"GO:0060998","regulation of dendritic spine development","BP",60,33,0.689026923775333,1
"GO:0005913","cell-cell adherens junction","CC",94,52,0.689343505660337,1
"GO:0004000","adenosine deaminase activity","MF",11,6,0.6903854424277,1
"GO:0046184","aldehyde biosynthetic process","BP",11,6,0.6903854424277,1
"GO:0015867","ATP transport","BP",11,6,0.6903854424277,1
"GO:1990907","beta-catenin-TCF complex","CC",11,6,0.6903854424277,1
"GO:0045125","bioactive lipid receptor activity","MF",11,6,0.6903854424277,1
"GO:0004089","carbonate dehydratase activity","MF",11,6,0.6903854424277,1
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","BP",11,6,0.6903854424277,1
"GO:0071872","cellular response to epinephrine stimulus","BP",11,6,0.6903854424277,1
"GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","BP",11,6,0.6903854424277,1
"GO:0048096","chromatin-mediated maintenance of transcription","BP",11,6,0.6903854424277,1
"GO:0044292","dendrite terminus","CC",11,6,0.6903854424277,1
"GO:0050961","detection of temperature stimulus involved in sensory perception","BP",11,6,0.6903854424277,1
"GO:0050965","detection of temperature stimulus involved in sensory perception of pain","BP",11,6,0.6903854424277,1
"GO:0019992","diacylglycerol binding","MF",11,6,0.6903854424277,1
"GO:0030497","fatty acid elongation","BP",11,6,0.6903854424277,1
"GO:0008417","fucosyltransferase activity","MF",11,6,0.6903854424277,1
"GO:1901070","guanosine-containing compound biosynthetic process","BP",11,6,0.6903854424277,1
"GO:0060914","heart formation","BP",11,6,0.6903854424277,1
"GO:0031507","heterochromatin assembly","BP",11,6,0.6903854424277,1
"GO:0090713","immunological memory process","BP",11,6,0.6903854424277,1
"GO:0060080","inhibitory postsynaptic potential","BP",11,6,0.6903854424277,1
"GO:0035235","ionotropic glutamate receptor signaling pathway","BP",11,6,0.6903854424277,1
"GO:1901678","iron coordination entity transport","BP",11,6,0.6903854424277,1
"GO:0060487","lung epithelial cell differentiation","BP",11,6,0.6903854424277,1
"GO:0000212","meiotic spindle organization","BP",11,6,0.6903854424277,1
"GO:0072393","microtubule anchoring at microtubule organizing center","BP",11,6,0.6903854424277,1
"GO:0007194","negative regulation of adenylate cyclase activity","BP",11,6,0.6903854424277,1
"GO:0106057","negative regulation of calcineurin-mediated signaling","BP",11,6,0.6903854424277,1
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","BP",11,6,0.6903854424277,1
"GO:0060044","negative regulation of cardiac muscle cell proliferation","BP",11,6,0.6903854424277,1
"GO:0060457","negative regulation of digestive system process","BP",11,6,0.6903854424277,1
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","BP",11,6,0.6903854424277,1
"GO:0060039","pericardium development","BP",11,6,0.6903854424277,1
