"","Term","Ont","N","DE","P.DE","FDR"
"GO:0008147","structural constituent of bone","MF",2,1,0.497126100466852,1
"GO:0035804","structural constituent of egg coat","MF",2,1,0.497126100466852,1
"GO:0099181","structural constituent of presynapse","MF",2,1,0.497126100466852,1
"GO:0098882","structural constituent of presynaptic active zone","MF",2,1,0.497126100466852,1
"GO:0004778","succinyl-CoA hydrolase activity","MF",2,1,0.497126100466852,1
"GO:0050309","sugar-terminal-phosphatase activity","MF",2,1,0.497126100466852,1
"GO:0032542","sulfiredoxin activity","MF",2,1,0.497126100466852,1
"GO:0019948","SUMO activating enzyme activity","MF",2,1,0.497126100466852,1
"GO:0071109","superior temporal gyrus development","BP",2,1,0.497126100466852,1
"GO:0004784","superoxide dismutase activity","MF",2,1,0.497126100466852,1
"GO:0039507","suppression by virus of host molecular function","BP",2,1,0.497126100466852,1
"GO:0044530","supraspliceosomal complex","CC",2,1,0.497126100466852,1
"GO:0060370","susceptibility to T cell mediated cytotoxicity","BP",2,1,0.497126100466852,1
"GO:0030581","symbiont intracellular protein transport in host","BP",2,1,0.497126100466852,1
"GO:0016182","synaptic vesicle budding from endosome","BP",2,1,0.497126100466852,1
"GO:0070032","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex","CC",2,1,0.497126100466852,1
"GO:0001777","T cell homeostatic proliferation","BP",2,1,0.497126100466852,1
"GO:0035712","T-helper 2 cell activation","BP",2,1,0.497126100466852,1
"GO:0004995","tachykinin receptor activity","MF",2,1,0.497126100466852,1
"GO:0042825","TAP complex","CC",2,1,0.497126100466852,1
"GO:1904868","telomerase catalytic core complex assembly","BP",2,1,0.497126100466852,1
"GO:0031509","telomeric heterochromatin assembly","BP",2,1,0.497126100466852,1
"GO:0035990","tendon cell differentiation","BP",2,1,0.497126100466852,1
"GO:0035992","tendon formation","BP",2,1,0.497126100466852,1
"GO:0006393","termination of mitochondrial transcription","BP",2,1,0.497126100466852,1
"GO:0016115","terpenoid catabolic process","BP",2,1,0.497126100466852,1
"GO:0047045","testosterone 17-beta-dehydrogenase (NADP+) activity","MF",2,1,0.497126100466852,1
"GO:0046900","tetrahydrofolylpolyglutamate metabolic process","BP",2,1,0.497126100466852,1
"GO:0042357","thiamine diphosphate metabolic process","BP",2,1,0.497126100466852,1
"GO:0030974","thiamine pyrophosphate transmembrane transport","BP",2,1,0.497126100466852,1
"GO:0090422","thiamine pyrophosphate transmembrane transporter activity","MF",2,1,0.497126100466852,1
"GO:0001966","thigmotaxis","BP",2,1,0.497126100466852,1
"GO:1901337","thioester transport","BP",2,1,0.497126100466852,1
"GO:0007356","thorax and anterior abdomen determination","BP",2,1,0.497126100466852,1
"GO:0004829","threonine-tRNA ligase activity","MF",2,1,0.497126100466852,1
"GO:0006435","threonyl-tRNA aminoacylation","BP",2,1,0.497126100466852,1
"GO:0004796","thromboxane-A synthase activity","MF",2,1,0.497126100466852,1
"GO:0004797","thymidine kinase activity","MF",2,1,0.497126100466852,1
"GO:1905071","tight junction disassembly","BP",2,1,0.497126100466852,1
"GO:0061153","trachea gland development","BP",2,1,0.497126100466852,1
"GO:0061152","trachea submucosa development","BP",2,1,0.497126100466852,1
"GO:0097057","TRAF2-GSTP1 complex","CC",2,1,0.497126100466852,1
"GO:0035669","TRAM-dependent toll-like receptor 4 signaling pathway","BP",2,1,0.497126100466852,1
"GO:0035668","TRAM-dependent toll-like receptor signaling pathway","BP",2,1,0.497126100466852,1
"GO:0047115","trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity","MF",2,1,0.497126100466852,1
"GO:0000010","trans-hexaprenyltranstransferase activity","MF",2,1,0.497126100466852,1
"GO:0050347","trans-octaprenyltranstransferase activity","MF",2,1,0.497126100466852,1
"GO:0099555","trans-synaptic signaling by nitric oxide, modulating synaptic transmission","BP",2,1,0.497126100466852,1
"GO:0099554","trans-synaptic signaling by soluble gas, modulating synaptic transmission","BP",2,1,0.497126100466852,1
"GO:0070634","transepithelial ammonium transport","BP",2,1,0.497126100466852,1
"GO:0070904","transepithelial L-ascorbic acid transport","BP",2,1,0.497126100466852,1
"GO:0050497","transferase activity, transferring alkylthio groups","MF",2,1,0.497126100466852,1
"GO:0004998","transferrin receptor activity","MF",2,1,0.497126100466852,1
"GO:0007181","transforming growth factor beta receptor complex assembly","BP",2,1,0.497126100466852,1
"GO:0036364","transforming growth factor beta1 activation","BP",2,1,0.497126100466852,1
"GO:1990072","TRAPPIII protein complex","CC",2,1,0.497126100466852,1
"GO:0036511","trimming of first mannose on A branch","BP",2,1,0.497126100466852,1
"GO:0036512","trimming of second mannose on A branch","BP",2,1,0.497126100466852,1
"GO:0036509","trimming of terminal mannose on B branch","BP",2,1,0.497126100466852,1
"GO:0006722","triterpenoid metabolic process","BP",2,1,0.497126100466852,1
"GO:0106050","tRNA 2'-O-methyltransferase activity","MF",2,1,0.497126100466852,1
"GO:0034414","tRNA 3'-trailer cleavage, endonucleolytic","BP",2,1,0.497126100466852,1
"GO:1990984","tRNA demethylase activity","MF",2,1,0.497126100466852,1
"GO:0035600","tRNA methylthiolation","BP",2,1,0.497126100466852,1
"GO:0042903","tubulin deacetylase activity","MF",2,1,0.497126100466852,1
"GO:0004831","tyrosine-tRNA ligase activity","MF",2,1,0.497126100466852,1
"GO:0070259","tyrosyl-DNA phosphodiesterase activity","MF",2,1,0.497126100466852,1
"GO:0006437","tyrosyl-tRNA aminoacylation","BP",2,1,0.497126100466852,1
"GO:0030626","U12 snRNA binding","MF",2,1,0.497126100466852,1
"GO:0031372","UBC13-MMS2 complex","CC",2,1,0.497126100466852,1
"GO:0045029","UDP-activated nucleotide receptor activity","MF",2,1,0.497126100466852,1
"GO:0015786","UDP-glucose transmembrane transport","BP",2,1,0.497126100466852,1
"GO:0003980","UDP-glucose:glycoprotein glucosyltransferase activity","MF",2,1,0.497126100466852,1
"GO:0097359","UDP-glucosylation","BP",2,1,0.497126100466852,1
"GO:0015787","UDP-glucuronic acid transmembrane transport","BP",2,1,0.497126100466852,1
"GO:0005461","UDP-glucuronic acid transmembrane transporter activity","MF",2,1,0.497126100466852,1
"GO:0019276","UDP-N-acetylgalactosamine metabolic process","BP",2,1,0.497126100466852,1
"GO:0015789","UDP-N-acetylgalactosamine transmembrane transport","BP",2,1,0.497126100466852,1
"GO:0005463","UDP-N-acetylgalactosamine transmembrane transporter activity","MF",2,1,0.497126100466852,1
"GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity","MF",2,1,0.497126100466852,1
"GO:0043541","UDP-N-acetylglucosamine transferase complex","CC",2,1,0.497126100466852,1
"GO:0061027","umbilical cord development","BP",2,1,0.497126100466852,1
"GO:0036304","umbilical cord morphogenesis","BP",2,1,0.497126100466852,1
"GO:0009826","unidimensional cell growth","BP",2,1,0.497126100466852,1
"GO:0019860","uracil metabolic process","BP",2,1,0.497126100466852,1
"GO:0015265","urea channel activity","MF",2,1,0.497126100466852,1
"GO:0072092","ureteric bud invasion","BP",2,1,0.497126100466852,1
"GO:0046108","uridine metabolic process","BP",2,1,0.497126100466852,1
"GO:0015065","uridine nucleotide receptor activity","MF",2,1,0.497126100466852,1
"GO:0004850","uridine phosphorylase activity","MF",2,1,0.497126100466852,1
"GO:0015862","uridine transport","BP",2,1,0.497126100466852,1
"GO:0032796","uropod organization","BP",2,1,0.497126100466852,1
"GO:0042704","uterine wall breakdown","BP",2,1,0.497126100466852,1
"GO:0097576","vacuole fusion","BP",2,1,0.497126100466852,1
"GO:0042144","vacuole fusion, non-autophagic","BP",2,1,0.497126100466852,1
"GO:0021644","vagus nerve morphogenesis","BP",2,1,0.497126100466852,1
"GO:0009099","valine biosynthetic process","BP",2,1,0.497126100466852,1
"GO:0004832","valine-tRNA ligase activity","MF",2,1,0.497126100466852,1
"GO:0006438","valyl-tRNA aminoacylation","BP",2,1,0.497126100466852,1
"GO:1905420","vascular smooth muscle cell differentiation involved in phenotypic switching","BP",2,1,0.497126100466852,1
"GO:0004999","vasoactive intestinal polypeptide receptor activity","MF",2,1,0.497126100466852,1
"GO:0005000","vasopressin receptor activity","MF",2,1,0.497126100466852,1
"GO:1990730","VCP-NSFL1C complex","CC",2,1,0.497126100466852,1
"GO:0055005","ventricular cardiac myofibril assembly","BP",2,1,0.497126100466852,1
"GO:0036111","very long-chain fatty-acyl-CoA metabolic process","BP",2,1,0.497126100466852,1
"GO:0048203","vesicle targeting, trans-Golgi to endosome","BP",2,1,0.497126100466852,1
"GO:0021650","vestibulocochlear nerve formation","BP",2,1,0.497126100466852,1
"GO:0021649","vestibulocochlear nerve structural organization","BP",2,1,0.497126100466852,1
"GO:0019072","viral genome packaging","BP",2,1,0.497126100466852,1
"GO:0019074","viral RNA genome packaging","BP",2,1,0.497126100466852,1
"GO:0042819","vitamin B6 biosynthetic process","BP",2,1,0.497126100466852,1
"GO:0008431","vitamin E binding","MF",2,1,0.497126100466852,1
"GO:0010025","wax biosynthetic process","BP",2,1,0.497126100466852,1
"GO:0010166","wax metabolic process","BP",2,1,0.497126100466852,1
"GO:0061289","Wnt signaling pathway involved in kidney development","BP",2,1,0.497126100466852,1
"GO:0046110","xanthine metabolic process","BP",2,1,0.497126100466852,1
"GO:0005999","xylulose biosynthetic process","BP",2,1,0.497126100466852,1
"GO:0016035","zeta DNA polymerase complex","CC",2,1,0.497126100466852,1
"GO:0007354","zygotic determination of anterior/posterior axis, embryo","BP",2,1,0.497126100466852,1
"GO:0008201","heparin binding","MF",105,31,0.497467385077943,1
"GO:0021587","cerebellum morphogenesis","BP",26,8,0.498462586412485,1
"GO:0045505","dynein intermediate chain binding","MF",26,8,0.498462586412485,1
"GO:0007143","female meiotic nuclear division","BP",26,8,0.498462586412485,1
"GO:0032309","icosanoid secretion","BP",26,8,0.498462586412485,1
"GO:0001937","negative regulation of endothelial cell proliferation","BP",26,8,0.498462586412485,1
"GO:0045879","negative regulation of smoothened signaling pathway","BP",26,8,0.498462586412485,1
"GO:0070273","phosphatidylinositol-4-phosphate binding","MF",26,8,0.498462586412485,1
"GO:0060421","positive regulation of heart growth","BP",26,8,0.498462586412485,1
"GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","BP",26,8,0.498462586412485,1
"GO:0036442","proton-exporting ATPase activity","MF",26,8,0.498462586412485,1
"GO:0006941","striated muscle contraction","BP",112,33,0.500550876915,1
"GO:0003018","vascular process in circulatory system","BP",112,33,0.500550876915,1
"GO:0042472","inner ear morphogenesis","BP",57,17,0.501017865005482,1
"GO:0043170","macromolecule metabolic process","BP",7243,2107,0.502261698088361,1
"GO:0042158","lipoprotein biosynthetic process","BP",88,26,0.502420110437447,1
"GO:0009205","purine ribonucleoside triphosphate metabolic process","BP",291,85,0.50371538985479,1
"GO:0006084","acetyl-CoA metabolic process","BP",33,10,0.504196145059387,1
"GO:0051693","actin filament capping","BP",33,10,0.504196145059387,1
"GO:0006921","cellular component disassembly involved in execution phase of apoptosis","BP",33,10,0.504196145059387,1
"GO:0051567","histone H3-K9 methylation","BP",33,10,0.504196145059387,1
"GO:0045103","intermediate filament-based process","BP",33,10,0.504196145059387,1
"GO:0098563","intrinsic component of synaptic vesicle membrane","CC",33,10,0.504196145059387,1
"GO:0001755","neural crest cell migration","BP",33,10,0.504196145059387,1
"GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","BP",33,10,0.504196145059387,1
"GO:0009395","phospholipid catabolic process","BP",33,10,0.504196145059387,1
"GO:0010828","positive regulation of glucose transmembrane transport","BP",33,10,0.504196145059387,1
"GO:0042307","positive regulation of protein import into nucleus","BP",33,10,0.504196145059387,1
"GO:0051445","regulation of meiotic cell cycle","BP",33,10,0.504196145059387,1
"GO:0043242","negative regulation of protein complex disassembly","BP",64,19,0.50493388009429,1
"GO:0050905","neuromuscular process","BP",64,19,0.50493388009429,1
"GO:0009126","purine nucleoside monophosphate metabolic process","BP",298,87,0.505525770234693,1
"GO:0009167","purine ribonucleoside monophosphate metabolic process","BP",298,87,0.505525770234693,1
"GO:0042826","histone deacetylase binding","MF",95,28,0.505591183218106,1
"GO:0046879","hormone secretion","BP",212,62,0.505660713459513,1
"GO:0045931","positive regulation of mitotic cell cycle","BP",126,37,0.506187517001601,1
"GO:0035904","aorta development","BP",40,12,0.508853903580288,1
"GO:0030866","cortical actin cytoskeleton organization","BP",40,12,0.508853903580288,1
"GO:0072577","endothelial cell apoptotic process","BP",40,12,0.508853903580288,1
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","BP",40,12,0.508853903580288,1
"GO:0043113","receptor clustering","BP",40,12,0.508853903580288,1
"GO:0010569","regulation of double-strand break repair via homologous recombination","BP",40,12,0.508853903580288,1
"GO:0016233","telomere capping","BP",40,12,0.508853903580288,1
"GO:0000790","nuclear chromatin","CC",288,84,0.510395138075163,1
"GO:0035303","regulation of dephosphorylation","BP",171,50,0.511330403412497,1
"GO:0009123","nucleoside monophosphate metabolic process","BP",326,95,0.512383193260832,1
"GO:0072488","ammonium transmembrane transport","BP",9,3,0.512593326317722,1
"GO:0015174","basic amino acid transmembrane transporter activity","MF",9,3,0.512593326317722,1
"GO:0048266","behavioral response to pain","BP",9,3,0.512593326317722,1
"GO:0048531","beta-1,3-galactosyltransferase activity","MF",9,3,0.512593326317722,1
"GO:0005952","cAMP-dependent protein kinase complex","CC",9,3,0.512593326317722,1
"GO:0006853","carnitine shuttle","BP",9,3,0.512593326317722,1
"GO:0072584","caveolin-mediated endocytosis","BP",9,3,0.512593326317722,1
"GO:0098743","cell aggregation","BP",9,3,0.512593326317722,1
"GO:0070586","cell-cell adhesion involved in gastrulation","BP",9,3,0.512593326317722,1
"GO:0045217","cell-cell junction maintenance","BP",9,3,0.512593326317722,1
"GO:0046068","cGMP metabolic process","BP",9,3,0.512593326317722,1
"GO:0006707","cholesterol catabolic process","BP",9,3,0.512593326317722,1
"GO:0034435","cholesterol esterification","BP",9,3,0.512593326317722,1
"GO:0070938","contractile ring","CC",9,3,0.512593326317722,1
"GO:0007016","cytoskeletal anchoring at plasma membrane","BP",9,3,0.512593326317722,1
"GO:0071550","death-inducing signaling complex assembly","BP",9,3,0.512593326317722,1
"GO:0098935","dendritic transport","BP",9,3,0.512593326317722,1
"GO:0030205","dermatan sulfate metabolic process","BP",9,3,0.512593326317722,1
"GO:0051103","DNA ligation involved in DNA repair","BP",9,3,0.512593326317722,1
"GO:0060742","epithelial cell differentiation involved in prostate gland development","BP",9,3,0.512593326317722,1
"GO:0006069","ethanol oxidation","BP",9,3,0.512593326317722,1
"GO:0004312","fatty acid synthase activity","MF",9,3,0.512593326317722,1
"GO:0001660","fever generation","BP",9,3,0.512593326317722,1
"GO:0070314","G1 to G0 transition","BP",9,3,0.512593326317722,1
"GO:0072015","glomerular visceral epithelial cell development","BP",9,3,0.512593326317722,1
"GO:0015014","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","BP",9,3,0.512593326317722,1
"GO:0034384","high-density lipoprotein particle clearance","BP",9,3,0.512593326317722,1
"GO:0006547","histidine metabolic process","BP",9,3,0.512593326317722,1
"GO:0008469","histone-arginine N-methyltransferase activity","MF",9,3,0.512593326317722,1
"GO:0071837","HMG box domain binding","MF",9,3,0.512593326317722,1
"GO:0052803","imidazole-containing compound metabolic process","BP",9,3,0.512593326317722,1
"GO:0005381","iron ion transmembrane transporter activity","MF",9,3,0.512593326317722,1
"GO:0042182","ketone catabolic process","BP",9,3,0.512593326317722,1
"GO:0070189","kynurenine metabolic process","BP",9,3,0.512593326317722,1
"GO:0042599","lamellar body","CC",9,3,0.512593326317722,1
"GO:0043256","laminin complex","CC",9,3,0.512593326317722,1
"GO:0055102","lipase inhibitor activity","MF",9,3,0.512593326317722,1
"GO:0044539","long-chain fatty acid import","BP",9,3,0.512593326317722,1
"GO:0051657","maintenance of organelle location","BP",9,3,0.512593326317722,1
"GO:0015924","mannosyl-oligosaccharide mannosidase activity","MF",9,3,0.512593326317722,1
"GO:0002551","mast cell chemotaxis","BP",9,3,0.512593326317722,1
"GO:0097531","mast cell migration","BP",9,3,0.512593326317722,1
"GO:0051451","myoblast migration","BP",9,3,0.512593326317722,1
"GO:0016460","myosin II complex","CC",9,3,0.512593326317722,1
"GO:0033629","negative regulation of cell adhesion mediated by integrin","BP",9,3,0.512593326317722,1
"GO:0046322","negative regulation of fatty acid oxidation","BP",9,3,0.512593326317722,1
"GO:0034115","negative regulation of heterotypic cell-cell adhesion","BP",9,3,0.512593326317722,1
"GO:0032351","negative regulation of hormone metabolic process","BP",9,3,0.512593326317722,1
"GO:0010839","negative regulation of keratinocyte proliferation","BP",9,3,0.512593326317722,1
"GO:0051280","negative regulation of release of sequestered calcium ion into cytosol","BP",9,3,0.512593326317722,1
"GO:0038180","nerve growth factor signaling pathway","BP",9,3,0.512593326317722,1
"GO:0071941","nitrogen cycle metabolic process","BP",9,3,0.512593326317722,1
"GO:0070419","nonhomologous end joining complex","CC",9,3,0.512593326317722,1
"GO:0007220","Notch receptor processing","BP",9,3,0.512593326317722,1
"GO:0001845","phagolysosome assembly","BP",9,3,0.512593326317722,1
"GO:0031089","platelet dense granule lumen","CC",9,3,0.512593326317722,1
"GO:0031652","positive regulation of heat generation","BP",9,3,0.512593326317722,1
"GO:0060732","positive regulation of inositol phosphate biosynthetic process","BP",9,3,0.512593326317722,1
"GO:0010744","positive regulation of macrophage derived foam cell differentiation","BP",9,3,0.512593326317722,1
"GO:0010918","positive regulation of mitochondrial membrane potential","BP",9,3,0.512593326317722,1
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","BP",9,3,0.512593326317722,1
"GO:0033235","positive regulation of protein sumoylation","BP",9,3,0.512593326317722,1
"GO:0051284","positive regulation of sequestering of calcium ion","BP",9,3,0.512593326317722,1
"GO:0031915","positive regulation of synaptic plasticity","BP",9,3,0.512593326317722,1
"GO:1902805","positive regulation of synaptic vesicle transport","BP",9,3,0.512593326317722,1
"GO:0140239","postsynaptic endocytosis","BP",9,3,0.512593326317722,1
"GO:0098884","postsynaptic neurotransmitter receptor internalization","BP",9,3,0.512593326317722,1
"GO:0015386","potassium:proton antiporter activity","MF",9,3,0.512593326317722,1
"GO:0030422","production of siRNA involved in RNA interference","BP",9,3,0.512593326317722,1
"GO:0033179","proton-transporting V-type ATPase, V0 domain","CC",9,3,0.512593326317722,1
"GO:0009954","proximal/distal pattern formation","BP",9,3,0.512593326317722,1
"GO:0009215","purine deoxyribonucleoside triphosphate metabolic process","BP",9,3,0.512593326317722,1
"GO:0009113","purine nucleobase biosynthetic process","BP",9,3,0.512593326317722,1
"GO:0006152","purine nucleoside catabolic process","BP",9,3,0.512593326317722,1
"GO:0046130","purine ribonucleoside catabolic process","BP",9,3,0.512593326317722,1
"GO:0032536","regulation of cell projection size","BP",9,3,0.512593326317722,1
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation","BP",9,3,0.512593326317722,1
"GO:0043471","regulation of cellular carbohydrate catabolic process","BP",9,3,0.512593326317722,1
"GO:0003356","regulation of cilium beat frequency","BP",9,3,0.512593326317722,1
"GO:0010603","regulation of cytoplasmic mRNA processing body assembly","BP",9,3,0.512593326317722,1
"GO:1901317","regulation of flagellated sperm motility","BP",9,3,0.512593326317722,1
"GO:1901725","regulation of histone deacetylase activity","BP",9,3,0.512593326317722,1
"GO:1902513","regulation of organelle transport along microtubule","BP",9,3,0.512593326317722,1
"GO:2000644","regulation of receptor catabolic process","BP",9,3,0.512593326317722,1
"GO:0014857","regulation of skeletal muscle cell proliferation","BP",9,3,0.512593326317722,1
"GO:0014819","regulation of skeletal muscle contraction","BP",9,3,0.512593326317722,1
"GO:0006449","regulation of translational termination","BP",9,3,0.512593326317722,1
"GO:2001279","regulation of unsaturated fatty acid biosynthetic process","BP",9,3,0.512593326317722,1
"GO:0009642","response to light intensity","BP",9,3,0.512593326317722,1
"GO:0014856","skeletal muscle cell proliferation","BP",9,3,0.512593326317722,1
"GO:0014731","spectrin-associated cytoskeleton","CC",9,3,0.512593326317722,1
"GO:0008216","spermidine metabolic process","BP",9,3,0.512593326317722,1
"GO:0098814","spontaneous synaptic transmission","BP",9,3,0.512593326317722,1
"GO:0034433","steroid esterification","BP",9,3,0.512593326317722,1
"GO:0016127","sterol catabolic process","BP",9,3,0.512593326317722,1
"GO:0034434","sterol esterification","BP",9,3,0.512593326317722,1
"GO:0006930","substrate-dependent cell migration, cell extension","BP",9,3,0.512593326317722,1
"GO:0061665","SUMO ligase activity","MF",9,3,0.512593326317722,1
"GO:0005072","transforming growth factor beta receptor, cytoplasmic mediator activity","MF",9,3,0.512593326317722,1
"GO:0032905","transforming growth factor beta1 production","BP",9,3,0.512593326317722,1
"GO:0071203","WASH complex","CC",9,3,0.512593326317722,1
"GO:0006833","water transport","BP",9,3,0.512593326317722,1
"GO:0098792","xenophagy","BP",9,3,0.512593326317722,1
"GO:0042589","zymogen granule membrane","CC",9,3,0.512593326317722,1
"GO:1902476","chloride transmembrane transport","BP",47,14,0.51281589422337,1
"GO:0072028","nephron morphogenesis","BP",47,14,0.51281589422337,1
"GO:0042306","regulation of protein import into nucleus","BP",47,14,0.51281589422337,1
"GO:0060395","SMAD protein signal transduction","BP",47,14,0.51281589422337,1
"GO:0035258","steroid hormone receptor binding","MF",85,25,0.51463201911359,1
"GO:0019829","cation-transporting ATPase activity","MF",54,16,0.516290535628099,1
"GO:0001942","hair follicle development","BP",54,16,0.516290535628099,1
"GO:0043966","histone H3 acetylation","BP",54,16,0.516290535628099,1
"GO:0001750","photoreceptor outer segment","CC",54,16,0.516290535628099,1
"GO:0043627","response to estrogen","BP",54,16,0.516290535628099,1
"GO:0035282","segmentation","BP",54,16,0.516290535628099,1
"GO:0005876","spindle microtubule","CC",54,16,0.516290535628099,1
"GO:0035249","synaptic transmission, glutamatergic","BP",54,16,0.516290535628099,1
"GO:0007034","vacuolar transport","BP",123,36,0.516394118070625,1
"GO:0009141","nucleoside triphosphate metabolic process","BP",316,92,0.517136494766364,1
"GO:0001558","regulation of cell growth","BP",316,92,0.517136494766364,1
"GO:0031690","adrenergic receptor binding","MF",16,5,0.517827545368096,1
"GO:0008106","alcohol dehydrogenase (NADP+) activity","MF",16,5,0.517827545368096,1
"GO:0017000","antibiotic biosynthetic process","BP",16,5,0.517827545368096,1
"GO:0004190","aspartic-type endopeptidase activity","MF",16,5,0.517827545368096,1
"GO:0072378","blood coagulation, fibrin clot formation","BP",16,5,0.517827545368096,1
"GO:0048739","cardiac muscle fiber development","BP",16,5,0.517827545368096,1
"GO:0061162","establishment of monopolar cell polarity","BP",16,5,0.517827545368096,1
"GO:0060972","left/right pattern formation","BP",16,5,0.517827545368096,1
"GO:0031293","membrane protein intracellular domain proteolysis","BP",16,5,0.517827545368096,1
"GO:0031435","mitogen-activated protein kinase kinase kinase binding","MF",16,5,0.517827545368096,1
"GO:0034979","NAD-dependent protein deacetylase activity","MF",16,5,0.517827545368096,1
"GO:0140058","neuron projection arborization","BP",16,5,0.517827545368096,1
"GO:0006337","nucleosome disassembly","BP",16,5,0.517827545368096,1
"GO:0060037","pharyngeal system development","BP",16,5,0.517827545368096,1
"GO:0034377","plasma lipoprotein particle assembly","BP",16,5,0.517827545368096,1
"GO:0048520","positive regulation of behavior","BP",16,5,0.517827545368096,1
"GO:1900409","positive regulation of cellular response to oxidative stress","BP",16,5,0.517827545368096,1
"GO:0002052","positive regulation of neuroblast proliferation","BP",16,5,0.517827545368096,1
"GO:0048714","positive regulation of oligodendrocyte differentiation","BP",16,5,0.517827545368096,1
"GO:0045940","positive regulation of steroid metabolic process","BP",16,5,0.517827545368096,1
"GO:2000050","regulation of non-canonical Wnt signaling pathway","BP",16,5,0.517827545368096,1
"GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","BP",16,5,0.517827545368096,1
"GO:0034143","regulation of toll-like receptor 4 signaling pathway","BP",16,5,0.517827545368096,1
"GO:0010866","regulation of triglyceride biosynthetic process","BP",16,5,0.517827545368096,1
"GO:0005501","retinoid binding","MF",16,5,0.517827545368096,1
"GO:0030215","semaphorin receptor binding","MF",16,5,0.517827545368096,1
"GO:0072655","establishment of protein localization to mitochondrion","BP",130,38,0.518741011393888,1
"GO:0060993","kidney morphogenesis","BP",61,18,0.519404171315789,1
"GO:0061659","ubiquitin-like protein ligase activity","MF",206,60,0.521444963662234,1
"GO:0034629","cellular protein-containing complex localization","BP",23,7,0.521638889576972,1
"GO:0051156","glucose 6-phosphate metabolic process","BP",23,7,0.521638889576972,1
"GO:0042759","long-chain fatty acid biosynthetic process","BP",23,7,0.521638889576972,1
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",23,7,0.521638889576972,1
"GO:0015175","neutral amino acid transmembrane transporter activity","MF",23,7,0.521638889576972,1
"GO:0043601","nuclear replisome","CC",23,7,0.521638889576972,1
"GO:0055023","positive regulation of cardiac muscle tissue growth","BP",23,7,0.521638889576972,1
"GO:2000144","positive regulation of DNA-templated transcription, initiation","BP",23,7,0.521638889576972,1
"GO:0032770","positive regulation of monooxygenase activity","BP",23,7,0.521638889576972,1
"GO:1900740","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","BP",23,7,0.521638889576972,1
"GO:0060632","regulation of microtubule-based movement","BP",23,7,0.521638889576972,1
"GO:1900739","regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","BP",23,7,0.521638889576972,1
"GO:1900407","regulation of cellular response to oxidative stress","BP",68,20,0.52223909741724,1
"GO:0099175","regulation of postsynapse organization","BP",68,20,0.52223909741724,1
"GO:0030902","hindbrain development","BP",106,31,0.522379414190996,1
"GO:0043436","oxoacid metabolic process","BP",957,278,0.523104821280212,1
"GO:0044257","cellular protein catabolic process","BP",661,192,0.524158654995747,1
"GO:0005929","cilium","CC",444,129,0.52427938527026,1
"GO:0030517","negative regulation of axon extension","BP",30,9,0.524814037572059,1
"GO:0006693","prostaglandin metabolic process","BP",30,9,0.524814037572059,1
"GO:0006692","prostanoid metabolic process","BP",30,9,0.524814037572059,1
"GO:1903115","regulation of actin filament-based movement","BP",30,9,0.524814037572059,1
"GO:1902991","regulation of amyloid precursor protein catabolic process","BP",30,9,0.524814037572059,1
"GO:0032350","regulation of hormone metabolic process","BP",30,9,0.524814037572059,1
"GO:0043195","terminal bouton","CC",30,9,0.524814037572059,1
"GO:0031624","ubiquitin conjugating enzyme binding","MF",30,9,0.524814037572059,1
"GO:0070252","actin-mediated cell contraction","BP",75,22,0.52485190179402,1
"GO:0000726","non-recombinational repair","BP",75,22,0.52485190179402,1
"GO:0009058","biosynthetic process","BP",4945,1437,0.526915154433515,1
"GO:1904659","glucose transmembrane transport","BP",82,24,0.527283175679404,1
"GO:0006334","nucleosome assembly","BP",82,24,0.527283175679404,1
"GO:0008376","acetylgalactosaminyltransferase activity","MF",37,11,0.527603464354971,1
"GO:0001658","branching involved in ureteric bud morphogenesis","BP",37,11,0.527603464354971,1
"GO:0048635","negative regulation of muscle organ development","BP",37,11,0.527603464354971,1
"GO:0009994","oocyte differentiation","BP",37,11,0.527603464354971,1
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","BP",37,11,0.527603464354971,1
"GO:1901016","regulation of potassium ion transmembrane transporter activity","BP",37,11,0.527603464354971,1
"GO:0001756","somitogenesis","BP",37,11,0.527603464354971,1
"GO:0060048","cardiac muscle contraction","BP",89,26,0.529563040800041,1
"GO:0007043","cell-cell junction assembly","BP",89,26,0.529563040800041,1
"GO:0044438","microbody part","CC",89,26,0.529563040800041,1
"GO:0044439","peroxisomal part","CC",89,26,0.529563040800041,1
"GO:0071242","cellular response to ammonium ion","BP",44,13,0.530124922653475,1
"GO:0003341","cilium movement","BP",44,13,0.530124922653475,1
"GO:0030865","cortical cytoskeleton organization","BP",44,13,0.530124922653475,1
